id_t,id_temperatura,id_humedad_relativa,id_presion_barometrica,id_radiacion_solar,id_precipitacion,id_dir_viento,id_velocidad_viento
3581.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3582.0,114.0,114.0,56.0,103.0,56.0,104.0,104.0
3583.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3584.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3585.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3586.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3587.0,112.0,112.0,102.0,102.0,102.0,102.0,102.0
3588.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3589.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3590.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0
3591.0,107.0,39.0,107.0,107.0,39.0,107.0,107.0
3592.0,107.0,39.0,107.0,107.0,39.0,107.0,107.0
3593.0,107.0,16.0,107.0,107.0,107.0,107.0,107.0
3594.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3595.0,38.0,38.0,108.0,108.0,108.0,108.0,108.0
3596.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3597.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3598.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3599.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3600.0,112.0,112.0,102.0,102.0,102.0,102.0,102.0
3601.0,111.0,111.0,102.0,102.0,102.0,102.0,102.0
3602.0,112.0,112.0,102.0,102.0,102.0,102.0,102.0
3603.0,111.0,111.0,102.0,102.0,102.0,102.0,102.0
3604.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3605.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3606.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3607.0,111.0,111.0,107.0,107.0,107.0,107.0,107.0
3608.0,111.0,111.0,107.0,107.0,107.0,107.0,107.0
3609.0,8.0,8.0,102.0,102.0,102.0,102.0,102.0
3610.0,8.0,8.0,102.0,102.0,102.0,102.0,102.0
3611.0,36.0,36.0,102.0,102.0,102.0,102.0,102.0
3612.0,111.0,111.0,107.0,107.0,107.0,107.0,107.0
3613.0,111.0,111.0,107.0,107.0,107.0,107.0,107.0
3614.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3615.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3616.0,111.0,111.0,107.0,107.0,107.0,107.0,107.0
3618.0,110.0,110.0,24.0,24.0,24.0,24.0,24.0
3619.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3620.0,4.0,35.0,106.0,106.0,106.0,106.0,106.0
3621.0,4.0,109.0,106.0,106.0,106.0,106.0,106.0
3622.0,109.0,109.0,106.0,106.0,106.0,106.0,106.0
3623.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0
3624.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0
3625.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
3626.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
3627.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
3628.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3629.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3630.0,114.0,114.0,56.0,103.0,56.0,56.0,56.0
3631.0,114.0,114.0,56.0,103.0,56.0,56.0,56.0
3632.0,114.0,114.0,56.0,103.0,56.0,56.0,56.0
3633.0,56.0,56.0,56.0,103.0,56.0,56.0,56.0
3634.0,56.0,56.0,56.0,103.0,56.0,56.0,56.0
3635.0,56.0,56.0,56.0,103.0,56.0,56.0,56.0
3636.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3637.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
3638.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3639.0,38.0,38.0,108.0,108.0,108.0,108.0,108.0
3640.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
3641.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
3642.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3643.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3644.0,111.0,16.0,107.0,107.0,107.0,107.0,107.0
3645.0,36.0,16.0,107.0,107.0,107.0,107.0,107.0
3646.0,36.0,36.0,102.0,102.0,102.0,102.0,102.0
3647.0,36.0,16.0,102.0,102.0,102.0,102.0,102.0
3648.0,36.0,16.0,102.0,102.0,102.0,102.0,102.0
3649.0,36.0,16.0,102.0,102.0,102.0,102.0,102.0
3650.0,4.0,110.0,24.0,24.0,24.0,24.0,24.0
3651.0,110.0,110.0,24.0,24.0,24.0,24.0,24.0
3652.0,4.0,110.0,24.0,24.0,24.0,24.0,24.0
3653.0,8.0,8.0,56.0,102.0,56.0,56.0,56.0
3654.0,8.0,8.0,56.0,102.0,56.0,56.0,56.0
3655.0,56.0,56.0,56.0,24.0,56.0,56.0,56.0
3656.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3657.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3658.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3659.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3660.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3661.0,102.0,16.0,102.0,102.0,102.0,102.0,102.0
3662.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3663.0,38.0,38.0,108.0,108.0,39.0,108.0,108.0
3664.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3665.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3666.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3667.0,38.0,38.0,108.0,108.0,39.0,108.0,108.0
3668.0,38.0,38.0,108.0,108.0,39.0,108.0,108.0
3669.0,110.0,110.0,56.0,24.0,56.0,56.0,56.0
3670.0,110.0,110.0,56.0,24.0,56.0,56.0,56.0
3671.0,8.0,8.0,56.0,24.0,56.0,56.0,56.0
3672.0,35.0,35.0,24.0,24.0,24.0,24.0,24.0
3674.0,109.0,109.0,106.0,106.0,106.0,106.0,106.0
3675.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
3676.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
3677.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3678.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3679.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3680.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3681.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3683.0,8.0,8.0,56.0,102.0,56.0,56.0,56.0
3684.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3685.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3686.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3687.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3688.0,56.0,56.0,56.0,103.0,56.0,56.0,56.0
3689.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3690.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3691.0,35.0,35.0,56.0,24.0,56.0,56.0,56.0
3692.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3693.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3694.0,4.0,109.0,106.0,106.0,106.0,106.0,106.0
3695.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
3696.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
3697.0,8.0,8.0,56.0,102.0,56.0,56.0,56.0
3698.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3699.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3700.0,107.0,39.0,107.0,107.0,39.0,107.0,107.0
3702.0,110.0,110.0,24.0,24.0,24.0,24.0,24.0
3703.0,114.0,114.0,56.0,103.0,56.0,104.0,104.0
3704.0,103.0,103.0,103.0,103.0,103.0,104.0,104.0
3705.0,56.0,56.0,56.0,103.0,56.0,56.0,56.0
3706.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3707.0,110.0,110.0,24.0,24.0,24.0,24.0,24.0
3708.0,38.0,38.0,108.0,108.0,108.0,108.0,108.0
3709.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3710.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3711.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3712.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3713.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3714.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3715.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3716.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3717.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3718.0,35.0,35.0,56.0,102.0,56.0,56.0,56.0
3719.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3720.0,8.0,8.0,107.0,107.0,107.0,107.0,107.0
3722.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3723.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3724.0,111.0,111.0,102.0,102.0,102.0,102.0,102.0
3725.0,111.0,111.0,102.0,102.0,102.0,102.0,102.0
3726.0,111.0,111.0,102.0,102.0,102.0,102.0,102.0
3727.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3728.0,114.0,114.0,56.0,103.0,56.0,56.0,56.0
3729.0,114.0,114.0,56.0,24.0,56.0,56.0,56.0
3730.0,35.0,35.0,24.0,24.0,24.0,24.0,24.0
3731.0,35.0,35.0,24.0,24.0,24.0,24.0,24.0
3733.0,38.0,38.0,106.0,106.0,106.0,106.0,106.0
3734.0,38.0,38.0,108.0,108.0,108.0,108.0,108.0
3735.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
3737.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3738.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3739.0,109.0,109.0,107.0,107.0,107.0,107.0,107.0
3740.0,109.0,109.0,107.0,107.0,107.0,107.0,107.0
3741.0,109.0,109.0,107.0,107.0,107.0,107.0,107.0
3742.0,56.0,56.0,56.0,103.0,56.0,56.0,56.0
3743.0,38.0,38.0,108.0,108.0,39.0,108.0,108.0
3744.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3745.0,4.0,38.0,106.0,106.0,106.0,106.0,106.0
3746.0,4.0,38.0,106.0,106.0,106.0,106.0,106.0
3747.0,4.0,109.0,106.0,106.0,106.0,106.0,106.0
3748.0,109.0,109.0,106.0,106.0,106.0,106.0,106.0
3749.0,18.0,56.0,56.0,103.0,56.0,56.0,56.0
3750.0,18.0,56.0,56.0,24.0,56.0,56.0,56.0
3751.0,38.0,38.0,108.0,108.0,39.0,108.0,108.0
3752.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
3753.0,111.0,111.0,107.0,107.0,107.0,107.0,107.0
3754.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
3755.0,112.0,112.0,102.0,102.0,102.0,104.0,104.0
3756.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3757.0,109.0,109.0,107.0,107.0,107.0,107.0,107.0
3758.0,8.0,8.0,56.0,24.0,56.0,56.0,56.0
3759.0,8.0,8.0,56.0,102.0,56.0,56.0,56.0
3760.0,59.0,16.0,59.0,59.0,59.0,59.0,59.0
3761.0,114.0,114.0,56.0,103.0,56.0,104.0,104.0
3762.0,114.0,114.0,56.0,103.0,56.0,104.0,104.0
3763.0,114.0,114.0,56.0,103.0,56.0,104.0,104.0
3764.0,111.0,111.0,102.0,102.0,102.0,102.0,102.0
3765.0,35.0,35.0,56.0,24.0,56.0,56.0,56.0
3767.0,38.0,38.0,108.0,108.0,39.0,108.0,108.0
3768.0,18.0,56.0,56.0,103.0,56.0,56.0,56.0
3769.0,56.0,56.0,56.0,103.0,56.0,56.0,56.0
3770.0,18.0,24.0,24.0,24.0,24.0,24.0,24.0
3771.0,18.0,24.0,24.0,24.0,24.0,24.0,24.0
3772.0,54.0,54.0,102.0,54.0,54.0,54.0,54.0
3773.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3774.0,112.0,112.0,102.0,102.0,102.0,102.0,102.0
3775.0,107.0,16.0,107.0,107.0,107.0,107.0,107.0
3776.0,36.0,16.0,107.0,107.0,107.0,107.0,107.0
3777.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3778.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3780.0,36.0,36.0,102.0,102.0,102.0,102.0,102.0
3781.0,36.0,36.0,102.0,102.0,102.0,102.0,102.0
3782.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
3783.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
3784.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3785.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
3786.0,107.0,16.0,107.0,107.0,107.0,107.0,107.0
3787.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3788.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3789.0,108.0,39.0,108.0,108.0,39.0,108.0,108.0
3790.0,38.0,38.0,108.0,108.0,39.0,108.0,108.0
3791.0,107.0,16.0,107.0,107.0,107.0,107.0,107.0
3792.0,107.0,16.0,107.0,107.0,107.0,107.0,107.0
3793.0,111.0,16.0,107.0,107.0,107.0,107.0,107.0
3794.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
3795.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
